sp|A9BNJ1|ACPS_DELAS	K00997
tr|A9BZ69|A9BZ69_DELAS
tr|A9BZM6|A9BZM6_DELAS	K06867
tr|A9C0A1|A9C0A1_DELAS
tr|A9C0V8|A9C0V8_DELAS
tr|A9C0X2|A9C0X2_DELAS	K01992
tr|A9C0X9|A9C0X9_DELAS
tr|A9C166|A9C166_DELAS	K18968
tr|A9C1A3|A9C1A3_DELAS	K07347
tr|A9C1W2|A9C1W2_DELAS
tr|A9C2B5|A9C2B5_DELAS
tr|A9C2Q7|A9C2Q7_DELAS	K04045
tr|A9C385|A9C385_DELAS
tr|A9C3A9|A9C3A9_DELAS	K07002
tr|A9BMZ4|A9BMZ4_DELAS	K03772
tr|A9BQH9|A9BQH9_DELAS	K01451
tr|A9BQV2|A9BQV2_DELAS	K01998
tr|A9BR70|A9BR70_DELAS	K07243
tr|A9BRG8|A9BRG8_DELAS	K07444
tr|A9BU62|A9BU62_DELAS
tr|A9BUX5|A9BUX5_DELAS
tr|A9BW50|A9BW50_DELAS
tr|A9BW73|A9BW73_DELAS
tr|A9BWD3|A9BWD3_DELAS
tr|A9BWM5|A9BWM5_DELAS
tr|A9BXQ7|A9BXQ7_DELAS
tr|A9BY22|A9BY22_DELAS	K09690
tr|A9BZ68|A9BZ68_DELAS
tr|A9BZW1|A9BZW1_DELAS
tr|A9C097|A9C097_DELAS	K03218
tr|A9C0D7|A9C0D7_DELAS	K09712
tr|A9C0T5|A9C0T5_DELAS	K02029
tr|A9C1G1|A9C1G1_DELAS	K03549
tr|A9C226|A9C226_DELAS	K00483
tr|A9C287|A9C287_DELAS	K11085
tr|A9C2B7|A9C2B7_DELAS
tr|A9C2J6|A9C2J6_DELAS
tr|A9C2W5|A9C2W5_DELAS
tr|A9C330|A9C330_DELAS
tr|A9C3G4|A9C3G4_DELAS	K05772
tr|A9BPC9|A9BPC9_DELAS	K01712
tr|A9BPV9|A9BPV9_DELAS	K07344
tr|A9BQC3|A9BQC3_DELAS	K05366
tr|A9BQX2|A9BQX2_DELAS
tr|A9BRJ9|A9BRJ9_DELAS
tr|A9BWR7|A9BWR7_DELAS	K02527
tr|A9BX31|A9BX31_DELAS
tr|A9C085|A9C085_DELAS	K03549
tr|A9C1L2|A9C1L2_DELAS
tr|A9C229|A9C229_DELAS	K01998
tr|A9BLK3|A9BLK3_DELAS
tr|A9BLK4|A9BLK4_DELAS	K11897
tr|A9BM49|A9BM49_DELAS	K15725
tr|A9BNJ7|A9BNJ7_DELAS	K03100
tr|A9BNZ9|A9BNZ9_DELAS	K01867
tr|A9BPI6|A9BPI6_DELAS
tr|A9BQ17|A9BQ17_DELAS
tr|A9BRM2|A9BRM2_DELAS	K07814
tr|A9BS03|A9BS03_DELAS
tr|A9BS64|A9BS64_DELAS	K00927
tr|A9BS98|A9BS98_DELAS
tr|A9BSJ6|A9BSJ6_DELAS
tr|A9BTA3|A9BTA3_DELAS	K00942
tr|A9BTR3|A9BTR3_DELAS
tr|A9BU51|A9BU51_DELAS	K03381
tr|A9BUV1|A9BUV1_DELAS	K04091
tr|A9BVB9|A9BVB9_DELAS
tr|A9BVQ9|A9BVQ9_DELAS	K09792
tr|A9BX44|A9BX44_DELAS
tr|A9BXA4|A9BXA4_DELAS
tr|A9BXD3|A9BXD3_DELAS	K02663
tr|A9BY27|A9BY27_DELAS
tr|A9BYA8|A9BYA8_DELAS	K01714
tr|A9BZD3|A9BZD3_DELAS	K09796
tr|A9C1D2|A9C1D2_DELAS
tr|A9C1H8|A9C1H8_DELAS
tr|A9C2Q9|A9C2Q9_DELAS
tr|A9C328|A9C328_DELAS
tr|A9C3G5|A9C3G5_DELAS
tr|A9C3J1|A9C3J1_DELAS
tr|A9BM41|A9BM41_DELAS
tr|A9BMN3|A9BMN3_DELAS	K00285
tr|A9BMQ3|A9BMQ3_DELAS
tr|A9BQG6|A9BQG6_DELAS	K00873
tr|A9BQH2|A9BQH2_DELAS
tr|A9BR80|A9BR80_DELAS	K11811
tr|A9BUI9|A9BUI9_DELAS	K01778
tr|A9BUU8|A9BUU8_DELAS	K13929
tr|A9BVH9|A9BVH9_DELAS	K02044
tr|A9BYF4|A9BYF4_DELAS
tr|A9C040|A9C040_DELAS
tr|A9C203|A9C203_DELAS
tr|A9C227|A9C227_DELAS	K01999
tr|A9BLJ2|A9BLJ2_DELAS	K11891
tr|A9BLY0|A9BLY0_DELAS	K06145
tr|A9BM03|A9BM03_DELAS	K02469
tr|A9BM15|A9BM15_DELAS	K05561
tr|A9BMT8|A9BMT8_DELAS
tr|A9BNE1|A9BNE1_DELAS	K03695
tr|A9BPC5|A9BPC5_DELAS	K02050
tr|A9BPK1|A9BPK1_DELAS	K11961
tr|A9BPN6|A9BPN6_DELAS	K02029
tr|A9BQ54|A9BQ54_DELAS	K02397
tr|A9BQ75|A9BQ75_DELAS	K02415
tr|A9BS27|A9BS27_DELAS
tr|A9BSN2|A9BSN2_DELAS	K07516
tr|A9BSS1|A9BSS1_DELAS
tr|A9BTJ4|A9BTJ4_DELAS
tr|A9BTU4|A9BTU4_DELAS	K03496
tr|A9BTY7|A9BTY7_DELAS	K13292
tr|A9BUQ2|A9BUQ2_DELAS
tr|A9BUV5|A9BUV5_DELAS
tr|A9BV57|A9BV57_DELAS	K03640
tr|A9BVF9|A9BVF9_DELAS
tr|A9BVV8|A9BVV8_DELAS
tr|A9BX86|A9BX86_DELAS	K04754
tr|A9BXG6|A9BXG6_DELAS	K02071
tr|A9BXP6|A9BXP6_DELAS	K02461
tr|A9BXT3|A9BXT3_DELAS
tr|A9BY26|A9BY26_DELAS
tr|A9BY44|A9BY44_DELAS
tr|A9BY93|A9BY93_DELAS	K02010
tr|A9BYE1|A9BYE1_DELAS
tr|A9BZ51|A9BZ51_DELAS	K01487
tr|A9BZA2|A9BZA2_DELAS
tr|A9BZQ1|A9BZQ1_DELAS
tr|A9C0J0|A9C0J0_DELAS	K07552
tr|A9C0Z4|A9C0Z4_DELAS	K08223
tr|A9C137|A9C137_DELAS
tr|A9C188|A9C188_DELAS	K01547
tr|A9C351|A9C351_DELAS
tr|A9C384|A9C384_DELAS
tr|A9C3F5|A9C3F5_DELAS	K15554
tr|A9C3H5|A9C3H5_DELAS	K05524
tr|A9BQS1|A9BQS1_DELAS	K02003
tr|A9BRG2|A9BRG2_DELAS
tr|A9BUA5|A9BUA5_DELAS
tr|A9BVX4|A9BVX4_DELAS	K00991
tr|A9BWW2|A9BWW2_DELAS
tr|A9BXI5|A9BXI5_DELAS	K01473
tr|A9BZX2|A9BZX2_DELAS	K03821
tr|A9C1K2|A9C1K2_DELAS	K09761
tr|A9C1W9|A9C1W9_DELAS	K02002
tr|A9C247|A9C247_DELAS	K03724
tr|A9C2E1|A9C2E1_DELAS
tr|A9BLE1|A9BLE1_DELAS	K09990
tr|A9BM76|A9BM76_DELAS	K07727
tr|A9BNH2|A9BNH2_DELAS	K00052
tr|A9BNP1|A9BNP1_DELAS	K05816
tr|A9BNR4|A9BNR4_DELAS
tr|A9BNT4|A9BNT4_DELAS	K09922
tr|A9BQ55|A9BQ55_DELAS	K02396
tr|A9BQU6|A9BQU6_DELAS
tr|A9BRI3|A9BRI3_DELAS	K11904
tr|A9BRT6|A9BRT6_DELAS	K02015
tr|A9BS42|A9BS42_DELAS
tr|A9BSR0|A9BSR0_DELAS
tr|A9BSV3|A9BSV3_DELAS	K03216
tr|A9BT86|A9BT86_DELAS
tr|A9BTF5|A9BTF5_DELAS	K01652
tr|A9BTG9|A9BTG9_DELAS
tr|A9BTP4|A9BTP4_DELAS	K09765
tr|A9BUH4|A9BUH4_DELAS
tr|A9BUP1|A9BUP1_DELAS	K06950
tr|A9BUP5|A9BUP5_DELAS	K03106
tr|A9BUU2|A9BUU2_DELAS	K00645
tr|A9BUY3|A9BUY3_DELAS	K00954
tr|A9BV06|A9BV06_DELAS
tr|A9BV93|A9BV93_DELAS	K01608
tr|A9BVT2|A9BVT2_DELAS
tr|A9BWD7|A9BWD7_DELAS
tr|A9BWQ5|A9BWQ5_DELAS	K03711
tr|A9BXZ2|A9BXZ2_DELAS	K02010
tr|A9BY79|A9BY79_DELAS	K02659
tr|A9BYN8|A9BYN8_DELAS
tr|A9BZ43|A9BZ43_DELAS	K03767
tr|A9BZ57|A9BZ57_DELAS	K07794
tr|A9BZ72|A9BZ72_DELAS
tr|A9BZC8|A9BZC8_DELAS	K09796
tr|A9BZJ0|A9BZJ0_DELAS
tr|A9BZQ5|A9BZQ5_DELAS
tr|A9BZT4|A9BZT4_DELAS
tr|A9C0B5|A9C0B5_DELAS	K03439
tr|A9C0F3|A9C0F3_DELAS
tr|A9C0I8|A9C0I8_DELAS
tr|A9C175|A9C175_DELAS	K13481
tr|A9C1A1|A9C1A1_DELAS	K07345
tr|A9C1C3|A9C1C3_DELAS	K06910
tr|A9C279|A9C279_DELAS
tr|A9C2G7|A9C2G7_DELAS
tr|A9C2K4|A9C2K4_DELAS
tr|A9C335|A9C335_DELAS
tr|A9C386|A9C386_DELAS
tr|A9C3E5|A9C3E5_DELAS	K19416
tr|A9C3L1|A9C3L1_DELAS
tr|A9BV66|A9BV66_DELAS	K00059
tr|A9BYI8|A9BYI8_DELAS
tr|A9C079|A9C079_DELAS
tr|A9BLV2|A9BLV2_DELAS
tr|A9BMJ7|A9BMJ7_DELAS	K07657
tr|A9BMR8|A9BMR8_DELAS
tr|A9BMW9|A9BMW9_DELAS	K03885
tr|A9BNI0|A9BNI0_DELAS	K02221
tr|A9BPK5|A9BPK5_DELAS
tr|A9BPN4|A9BPN4_DELAS	K05515
tr|A9BQ08|A9BQ08_DELAS
tr|A9BQ45|A9BQ45_DELAS	K00648
tr|A9BQB4|A9BQB4_DELAS
tr|A9BQL9|A9BQL9_DELAS	K15513
tr|A9BQZ8|A9BQZ8_DELAS
tr|A9BR19|A9BR19_DELAS
tr|A9BR62|A9BR62_DELAS	K07798
tr|A9BRH4|A9BRH4_DELAS
tr|A9BRU0|A9BRU0_DELAS	K03655
tr|A9BRU8|A9BRU8_DELAS
tr|A9BSW6|A9BSW6_DELAS	K07152
tr|A9BT04|A9BT04_DELAS	K01534
tr|A9BTM1|A9BTM1_DELAS
tr|A9BVY9|A9BVY9_DELAS	K01464
tr|A9BWZ3|A9BWZ3_DELAS
tr|A9BXB4|A9BXB4_DELAS	K01031
tr|A9BXD0|A9BXD0_DELAS	K02666
tr|A9BXE6|A9BXE6_DELAS	K10111
tr|A9BXG0|A9BXG0_DELAS	K01950
tr|A9BXR2|A9BXR2_DELAS	K03802
tr|A9BY54|A9BY54_DELAS
tr|A9BYA9|A9BYA9_DELAS
tr|A9BYC6|A9BYC6_DELAS
tr|A9BYW0|A9BYW0_DELAS	K00963
tr|A9BYW4|A9BYW4_DELAS	K09984
tr|A9BZ96|A9BZ96_DELAS
tr|A9BZB5|A9BZB5_DELAS	K03703
tr|A9BZC2|A9BZC2_DELAS
tr|A9BZM2|A9BZM2_DELAS	K03154
tr|A9C0L5|A9C0L5_DELAS	K03711
tr|A9C0U4|A9C0U4_DELAS	K07124
tr|A9C0V6|A9C0V6_DELAS
tr|A9C1L7|A9C1L7_DELAS	K00759
tr|A9C3B3|A9C3B3_DELAS	K19784
tr|A9C3B5|A9C3B5_DELAS	K02072
tr|A9BLJ3|A9BLJ3_DELAS	K11890
tr|A9BLP3|A9BLP3_DELAS
tr|A9BM74|A9BM74_DELAS
tr|A9BM81|A9BM81_DELAS
tr|A9BM91|A9BM91_DELAS
tr|A9BN66|A9BN66_DELAS
tr|A9BNN0|A9BNN0_DELAS
tr|A9BNW4|A9BNW4_DELAS
tr|A9BPZ1|A9BPZ1_DELAS
tr|A9BQQ8|A9BQQ8_DELAS	K01596
tr|A9BQT5|A9BQT5_DELAS	K03654
tr|A9BR77|A9BR77_DELAS
tr|A9BRE8|A9BRE8_DELAS	K01821
tr|A9BS37|A9BS37_DELAS
tr|A9BS70|A9BS70_DELAS
tr|A9BS88|A9BS88_DELAS	K02035
tr|A9BSI4|A9BSI4_DELAS	K01912
tr|A9BSV8|A9BSV8_DELAS	K02274
tr|A9BSW7|A9BSW7_DELAS	K03776
tr|A9BT11|A9BT11_DELAS
tr|A9BTB5|A9BTB5_DELAS	K01626
tr|A9BTM2|A9BTM2_DELAS	K04755
tr|A9BTW0|A9BTW0_DELAS
tr|A9BUZ9|A9BUZ9_DELAS
tr|A9BVI8|A9BVI8_DELAS
tr|A9BVU8|A9BVU8_DELAS
tr|A9BVW9|A9BVW9_DELAS
tr|A9BVX9|A9BVX9_DELAS	K00019
tr|A9BW61|A9BW61_DELAS
tr|A9BWF2|A9BWF2_DELAS	K03795
tr|A9BWG3|A9BWG3_DELAS
tr|A9BWL1|A9BWL1_DELAS
tr|A9BWN2|A9BWN2_DELAS
tr|A9BX93|A9BX93_DELAS
tr|A9BXN2|A9BXN2_DELAS
tr|A9BY71|A9BY71_DELAS	K01246
tr|A9BYL7|A9BYL7_DELAS
tr|A9BYP3|A9BYP3_DELAS
tr|A9BYU8|A9BYU8_DELAS
tr|A9BZC6|A9BZC6_DELAS
tr|A9BZU0|A9BZU0_DELAS	K00046
tr|A9C066|A9C066_DELAS	K03702
tr|A9C172|A9C172_DELAS	K09001
tr|A9C1E7|A9C1E7_DELAS	K09858
tr|A9C1J6|A9C1J6_DELAS
tr|A9C2J4|A9C2J4_DELAS	K00375
tr|A9C2X6|A9C2X6_DELAS	K03111
tr|A9C2X7|A9C2X7_DELAS	K03169
tr|A9C2Y9|A9C2Y9_DELAS	K07459
tr|A9C3B9|A9C3B9_DELAS	K03523
tr|A9C3J6|A9C3J6_DELAS
tr|A9BLU0|A9BLU0_DELAS
tr|A9BN65|A9BN65_DELAS	K03572
tr|A9BNP7|A9BNP7_DELAS
tr|A9BRL1|A9BRL1_DELAS	K07665
tr|A9BSA1|A9BSA1_DELAS
tr|A9BT33|A9BT33_DELAS
tr|A9BTA5|A9BTA5_DELAS
tr|A9BTG1|A9BTG1_DELAS	K09927
tr|A9BVU1|A9BVU1_DELAS	K00768
tr|A9BXG2|A9BXG2_DELAS
tr|A9BY16|A9BY16_DELAS
tr|A9BYJ4|A9BYJ4_DELAS
tr|A9BYW9|A9BYW9_DELAS	K00375
tr|A9C0N7|A9C0N7_DELAS
tr|A9BUB8|A9BUB8_DELAS
tr|A9BUN1|A9BUN1_DELAS	K01961
tr|A9BUT7|A9BUT7_DELAS	K15725
tr|A9BY39|A9BY39_DELAS
tr|A9BZG8|A9BZG8_DELAS	K17213
tr|A9C3N0|A9C3N0_DELAS
tr|A9BLS6|A9BLS6_DELAS	K03711
tr|A9BMA3|A9BMA3_DELAS	K01996
tr|A9BNA9|A9BNA9_DELAS	K00335
tr|A9BQC1|A9BQC1_DELAS	K01104
tr|A9BRU9|A9BRU9_DELAS	K01652
tr|A9BS00|A9BS00_DELAS
tr|A9BS96|A9BS96_DELAS	K00020
tr|A9BSB8|A9BSB8_DELAS	K15726
tr|A9BSR4|A9BSR4_DELAS
tr|A9BSX1|A9BSX1_DELAS
tr|A9BV16|A9BV16_DELAS	K05896
tr|A9BX48|A9BX48_DELAS
tr|A9BX56|A9BX56_DELAS	K00411
tr|A9BXP1|A9BXP1_DELAS	K02456
tr|A9BQL4|A9BQL4_DELAS	K00285
tr|A9BSC2|A9BSC2_DELAS
tr|A9BVG8|A9BVG8_DELAS	K00425
tr|A9BVK7|A9BVK7_DELAS
tr|A9BWP3|A9BWP3_DELAS	K01759
tr|A9BWV2|A9BWV2_DELAS
tr|A9BWV9|A9BWV9_DELAS	K05833
tr|A9BX73|A9BX73_DELAS	K01693
tr|A9C0J3|A9C0J3_DELAS
tr|A9C2A0|A9C2A0_DELAS
tr|A9C2P1|A9C2P1_DELAS	K18829
tr|A9BLR1|A9BLR1_DELAS
tr|A9BNR5|A9BNR5_DELAS	K03657
tr|A9BQZ9|A9BQZ9_DELAS
tr|A9BR63|A9BR63_DELAS
tr|A9BUR8|A9BUR8_DELAS
tr|A9BWM1|A9BWM1_DELAS
tr|A9C2F9|A9C2F9_DELAS	K01442
tr|A9BLL8|A9BLL8_DELAS
tr|A9BLP1|A9BLP1_DELAS
tr|A9BMX8|A9BMX8_DELAS	K02316
tr|A9BNI2|A9BNI2_DELAS	K04567
tr|A9BNW5|A9BNW5_DELAS
tr|A9BNX2|A9BNX2_DELAS	K00344
tr|A9BP87|A9BP87_DELAS
tr|A9BRF2|A9BRF2_DELAS
tr|A9BRT7|A9BRT7_DELAS	K02013
tr|A9BSJ2|A9BSJ2_DELAS
tr|A9BTL5|A9BTL5_DELAS	K02510
tr|A9BTQ7|A9BTQ7_DELAS	K02003
tr|A9BTY8|A9BTY8_DELAS	K01578
tr|A9BU86|A9BU86_DELAS
tr|A9BV96|A9BV96_DELAS	K00681
tr|A9BWB0|A9BWB0_DELAS	K00658
tr|A9BWT2|A9BWT2_DELAS	K00382
tr|A9BWX5|A9BWX5_DELAS
tr|A9BX16|A9BX16_DELAS
tr|A9BY38|A9BY38_DELAS
tr|A9BZT1|A9BZT1_DELAS
tr|A9C077|A9C077_DELAS	K01451
tr|A9C0E1|A9C0E1_DELAS
tr|A9C1E0|A9C1E0_DELAS	K00666
tr|A9C1H9|A9C1H9_DELAS
tr|A9C1Z1|A9C1Z1_DELAS	K02600
tr|A9C272|A9C272_DELAS	K07305
tr|A9C2G3|A9C2G3_DELAS
tr|A9C2Q5|A9C2Q5_DELAS
tr|A9C2T1|A9C2T1_DELAS
tr|A9C3E8|A9C3E8_DELAS
tr|A9C3F8|A9C3F8_DELAS	K15553
tr|A9C3H0|A9C3H0_DELAS	K00381
tr|A9C3H1|A9C3H1_DELAS
tr|A9BLE6|A9BLE6_DELAS
tr|A9BLW6|A9BLW6_DELAS
tr|A9BM85|A9BM85_DELAS
tr|A9BMM3|A9BMM3_DELAS	K06142
tr|A9BMR5|A9BMR5_DELAS	K00097
tr|A9BMX0|A9BMX0_DELAS
tr|A9BN36|A9BN36_DELAS	K01520
tr|A9BNK4|A9BNK4_DELAS	K00059
tr|A9BP88|A9BP88_DELAS	K07160
tr|A9BPD7|A9BPD7_DELAS
tr|A9BRJ4|A9BRJ4_DELAS	K01095
tr|A9BS18|A9BS18_DELAS	K18910
tr|A9BS62|A9BS62_DELAS
tr|A9BSI8|A9BSI8_DELAS	K06147
tr|A9BT29|A9BT29_DELAS
tr|A9BTH0|A9BTH0_DELAS
tr|A9BUK6|A9BUK6_DELAS	K02563
tr|A9BV26|A9BV26_DELAS
tr|A9BW67|A9BW67_DELAS
tr|A9BW99|A9BW99_DELAS
tr|A9BWN8|A9BWN8_DELAS	K03746
tr|A9BX19|A9BX19_DELAS
tr|A9BY12|A9BY12_DELAS	K02458
tr|A9BYM7|A9BYM7_DELAS
tr|A9C0T3|A9C0T3_DELAS
tr|A9C0Y4|A9C0Y4_DELAS
tr|A9C113|A9C113_DELAS	K05934
tr|A9C278|A9C278_DELAS	K01066
tr|A9C357|A9C357_DELAS
tr|A9C3E4|A9C3E4_DELAS
tr|A9BV35|A9BV35_DELAS
tr|A9BW48|A9BW48_DELAS
tr|A9C024|A9C024_DELAS
tr|A9C2W3|A9C2W3_DELAS
tr|A9BLS7|A9BLS7_DELAS
tr|A9BML6|A9BML6_DELAS	K01956
tr|A9BPI7|A9BPI7_DELAS
tr|A9BPK7|A9BPK7_DELAS	K02029
tr|A9BPQ0|A9BPQ0_DELAS	K01061
tr|A9BPQ2|A9BPQ2_DELAS
tr|A9BS89|A9BS89_DELAS
tr|A9BSG4|A9BSG4_DELAS	K02010
tr|A9BSL7|A9BSL7_DELAS
tr|A9BTI0|A9BTI0_DELAS	K02533
tr|A9BXI3|A9BXI3_DELAS
tr|A9BXT5|A9BXT5_DELAS
tr|A9BYJ0|A9BYJ0_DELAS
tr|A9BLQ3|A9BLQ3_DELAS
tr|A9BM58|A9BM58_DELAS
tr|A9BMI5|A9BMI5_DELAS	K06187
tr|A9BMI6|A9BMI6_DELAS	K09747
tr|A9BMX6|A9BMX6_DELAS
tr|A9BN22|A9BN22_DELAS
tr|A9BPN9|A9BPN9_DELAS
tr|A9BQN5|A9BQN5_DELAS
tr|A9BQQ0|A9BQQ0_DELAS	K00151
tr|A9BQT0|A9BQT0_DELAS
tr|A9BQV6|A9BQV6_DELAS
tr|A9BR93|A9BR93_DELAS	K02601
tr|A9BRB5|A9BRB5_DELAS
tr|A9BS69|A9BS69_DELAS	K01462
tr|A9BSG2|A9BSG2_DELAS
tr|A9BT05|A9BT05_DELAS
tr|A9BTV3|A9BTV3_DELAS
tr|A9BTX7|A9BTX7_DELAS
tr|A9BU55|A9BU55_DELAS	K02518
tr|A9BUW5|A9BUW5_DELAS
tr|A9BV60|A9BV60_DELAS
tr|A9BWG5|A9BWG5_DELAS
tr|A9BWY6|A9BWY6_DELAS	K10979
tr|A9BX02|A9BX02_DELAS
tr|A9BXG5|A9BXG5_DELAS	K02072
tr|A9BXK0|A9BXK0_DELAS	K14415
tr|A9BXT7|A9BXT7_DELAS
tr|A9BXY1|A9BXY1_DELAS	K03820
tr|A9BYS8|A9BYS8_DELAS
tr|A9BZ74|A9BZ74_DELAS
tr|A9BZ97|A9BZ97_DELAS
tr|A9BZK1|A9BZK1_DELAS
tr|A9BZL4|A9BZL4_DELAS
tr|A9C002|A9C002_DELAS
tr|A9C0J7|A9C0J7_DELAS
tr|A9C1B2|A9C1B2_DELAS	K00108
tr|A9C1B6|A9C1B6_DELAS	K19577
tr|A9C1Z5|A9C1Z5_DELAS	K06207
tr|A9C2F0|A9C2F0_DELAS
tr|A9C2X0|A9C2X0_DELAS
tr|A9C2Z5|A9C2Z5_DELAS
tr|A9C301|A9C301_DELAS
tr|A9C315|A9C315_DELAS	K19155
tr|A9C3L5|A9C3L5_DELAS
tr|A9BUS6|A9BUS6_DELAS
tr|A9BLU7|A9BLU7_DELAS
tr|A9BMI2|A9BMI2_DELAS	K08307
tr|A9BML1|A9BML1_DELAS
tr|A9BMT0|A9BMT0_DELAS
tr|A9BNK0|A9BNK0_DELAS	K03597
tr|A9BNP6|A9BNP6_DELAS	K06894
tr|A9BP73|A9BP73_DELAS	K02653
tr|A9BP78|A9BP78_DELAS	K03574
tr|A9BPH8|A9BPH8_DELAS
tr|A9BQ38|A9BQ38_DELAS
tr|A9BQC9|A9BQC9_DELAS
tr|A9BQR5|A9BQR5_DELAS
tr|A9BRJ0|A9BRJ0_DELAS
tr|A9BS54|A9BS54_DELAS
tr|A9BS99|A9BS99_DELAS	K02669
tr|A9BST5|A9BST5_DELAS
tr|A9BSZ4|A9BSZ4_DELAS	K19353
tr|A9BT07|A9BT07_DELAS
tr|A9BTR7|A9BTR7_DELAS	K07344
tr|A9BTS4|A9BTS4_DELAS
tr|A9BUA7|A9BUA7_DELAS	K06446
tr|A9BUW8|A9BUW8_DELAS
tr|A9BV94|A9BV94_DELAS	K01816
tr|A9BVF1|A9BVF1_DELAS	K01409
tr|A9BW71|A9BW71_DELAS
tr|A9BWA4|A9BWA4_DELAS	K00127
tr|A9BWS8|A9BWS8_DELAS
tr|A9BX26|A9BX26_DELAS	K03893
tr|A9BX72|A9BX72_DELAS	K02501
tr|A9BXC5|A9BXC5_DELAS	K09941
tr|A9BXI6|A9BXI6_DELAS
tr|A9BXJ7|A9BXJ7_DELAS
tr|A9BXT2|A9BXT2_DELAS
tr|A9BYP1|A9BYP1_DELAS
tr|A9BZN4|A9BZN4_DELAS	K03929
tr|A9BZP1|A9BZP1_DELAS	K01995
tr|A9BZX8|A9BZX8_DELAS	K09969
tr|A9C074|A9C074_DELAS
tr|A9C1I1|A9C1I1_DELAS
tr|A9C1J1|A9C1J1_DELAS	K01995
tr|A9C1L0|A9C1L0_DELAS
tr|A9C257|A9C257_DELAS
tr|A9C2S3|A9C2S3_DELAS	K02013
tr|A9C322|A9C322_DELAS
tr|A9BLL4|A9BLL4_DELAS	K11904
tr|A9BPF4|A9BPF4_DELAS
tr|A9BPQ8|A9BPQ8_DELAS	K08973
tr|A9BSY4|A9BSY4_DELAS
tr|A9BSZ9|A9BSZ9_DELAS	K15726
tr|A9BT93|A9BT93_DELAS	K06886
tr|A9BTF8|A9BTF8_DELAS	K11811
tr|A9BTJ3|A9BTJ3_DELAS	K03592
tr|A9BM35|A9BM35_DELAS
tr|A9BMQ2|A9BMQ2_DELAS
tr|A9BN83|A9BN83_DELAS
tr|A9BNW0|A9BNW0_DELAS	K08994
tr|A9BNX4|A9BNX4_DELAS
tr|A9BP53|A9BP53_DELAS	K01126
tr|A9BPA7|A9BPA7_DELAS	K03554
tr|A9BPP4|A9BPP4_DELAS	K02067
tr|A9BQ93|A9BQ93_DELAS
tr|A9BQM0|A9BQM0_DELAS	K15546
tr|A9BQM4|A9BQM4_DELAS	K01998
tr|A9BR79|A9BR79_DELAS	K00537
tr|A9BR92|A9BR92_DELAS	K03073
tr|A9BRC3|A9BRC3_DELAS
tr|A9BRM3|A9BRM3_DELAS
tr|A9BRR0|A9BRR0_DELAS
tr|A9BSA4|A9BSA4_DELAS
tr|A9BSF1|A9BSF1_DELAS	K00111
tr|A9BSF9|A9BSF9_DELAS
tr|A9BSN7|A9BSN7_DELAS
tr|A9BSR3|A9BSR3_DELAS	K15125
tr|A9BTJ1|A9BTJ1_DELAS	K03831
tr|A9BU11|A9BU11_DELAS
tr|A9BU41|A9BU41_DELAS	K03719
tr|A9BU99|A9BU99_DELAS	K01997
tr|A9BUX9|A9BUX9_DELAS	K03110
tr|A9BVQ1|A9BVQ1_DELAS	K00405
tr|A9BVW7|A9BVW7_DELAS	K09954
tr|A9BWB4|A9BWB4_DELAS
tr|A9BWK7|A9BWK7_DELAS
tr|A9BWX1|A9BWX1_DELAS
tr|A9BXB2|A9BXB2_DELAS	K07491
tr|A9BXC3|A9BXC3_DELAS
tr|A9BXM3|A9BXM3_DELAS	K02035
tr|A9BYR6|A9BYR6_DELAS	K00832
tr|A9BZ08|A9BZ08_DELAS
tr|A9BZB8|A9BZB8_DELAS	K03770
tr|A9BZY4|A9BZY4_DELAS
tr|A9C019|A9C019_DELAS
tr|A9C1F4|A9C1F4_DELAS	K00906
tr|A9C2I4|A9C2I4_DELAS	K16165
tr|A9BLN0|A9BLN0_DELAS
tr|A9BLN8|A9BLN8_DELAS
tr|A9BMI0|A9BMI0_DELAS
tr|A9BMP4|A9BMP4_DELAS	K01740
tr|A9BMZ5|A9BMZ5_DELAS
tr|A9BN74|A9BN74_DELAS	K00262
tr|A9BNF0|A9BNF0_DELAS	K03750
tr|A9BNJ6|A9BNJ6_DELAS
tr|A9BNW2|A9BNW2_DELAS
tr|A9BNW9|A9BNW9_DELAS	K03101
tr|A9BP44|A9BP44_DELAS
tr|A9BP95|A9BP95_DELAS
tr|A9BPJ1|A9BPJ1_DELAS
tr|A9BPP6|A9BPP6_DELAS
tr|A9BPR6|A9BPR6_DELAS	K02358
tr|A9BPW9|A9BPW9_DELAS
tr|A9BPX2|A9BPX2_DELAS	K07156
tr|A9BQZ1|A9BQZ1_DELAS	K11904
tr|A9BRH8|A9BRH8_DELAS
tr|A9BS35|A9BS35_DELAS	K01647
tr|A9BSE1|A9BSE1_DELAS	K00371
tr|A9BSE3|A9BSE3_DELAS	K00374
tr|A9BTP5|A9BTP5_DELAS	K03576
tr|A9BU64|A9BU64_DELAS
tr|A9BU95|A9BU95_DELAS	K02071
tr|A9BUP3|A9BUP3_DELAS
tr|A9BUQ3|A9BUQ3_DELAS	K02379
tr|A9BV24|A9BV24_DELAS	K03593
tr|A9BV67|A9BV67_DELAS
tr|A9BVR0|A9BVR0_DELAS
tr|A9BVU6|A9BVU6_DELAS
tr|A9BVW4|A9BVW4_DELAS
tr|A9BW66|A9BW66_DELAS
